audio_name,conversation_id,start,end,duration,num_regions,start_hms,end_hms,assigned_customer_index,is_selected_candidate,source_final_start,source_final_end,assignment_reason
Sample1KN.mp3,1,4.184,38.504,34.32,5,00:04.184,00:38.504,,False,,,not_selected
Sample1KN.mp3,2,45.176,46.76,1.583999999999996,1,00:45.176,00:46.760,,False,,,not_selected
Sample1KN.mp3,3,56.952,65.96,9.007999999999996,2,00:56.952,01:05.960,,False,,,not_selected
Sample1KN.mp3,4,106.552,138.312,31.760000000000005,5,01:46.552,02:18.312,,False,,,not_selected
Sample1KN.mp3,5,172.6,175.336,2.7360000000000184,1,02:52.600,02:55.336,,False,,,not_selected
Sample1KN.mp3,6,267.992,308.392,40.39999999999998,2,04:27.992,05:08.392,1,True,267.992,308.392,selected_as_customer_1
Sample1KN.mp3,7,322.616,334.728,12.112000000000023,2,05:22.616,05:34.728,,False,,,not_selected
Sample1KN.mp3,8,340.152,370.728,30.576000000000022,2,05:40.152,06:10.728,,False,,,not_selected
Sample1KN.mp3,9,376.376,383.048,6.6720000000000255,1,06:16.376,06:23.048,,False,,,not_selected
Sample1KN.mp3,10,417.688,429.0,11.312000000000012,2,06:57.688,07:09.000,,False,,,not_selected
Sample1KN.mp3,11,449.048,452.232,3.184000000000026,1,07:29.048,07:32.232,,False,,,not_selected
Sample1KN.mp3,12,533.784,573.064,39.27999999999997,1,08:53.784,09:33.064,,False,,,not_selected
Sample1KN.mp3,13,580.952,626.472,45.51999999999998,4,09:40.952,10:26.472,2,True,580.952,626.472,selected_as_customer_2
Sample1KN.mp3,14,631.896,634.6,2.7040000000000646,1,10:31.896,10:34.600,,False,,,not_selected
